id,text,class,ProcessedText,ProcessedText_length
1789,I am currently watching #HTGAWM because I think I know who dies even though I dont watch. Editing reviews has its advantages.,0,i am currently watching #htgawm because i think i know who dies even though i dont watch. editing reviews has its advantages.,22
441,Michele Woodward’s 2-day Business of Coaching was quite literally a life-changer for me. Michele’s insights... http://t.co/aC3jw7SwfY,0,michele woodward’s 2-day business of coaching was quite literally a life-changer for me. michele’s insights... http://t.co/ac3jw7swfy,16
126,Quit my crap job yesterday today I got hired at a restaurant opening in March. #favor,1,quit my crap job yesterday today i got hired at a restaurant opening in march. #favor,16
6763,New position is twice the work for the same pay and my new super seems like a dick. Awesome,1,new position is twice the work for the same pay and my new super seems like a dick. awesome,19
8847,just got hired on to be a Student Events Planner at USC i will be working alongside the Director of Student Events Planner :),1,just got hired on to be a student events planner at usc i will be working alongside the director of student events planner :),24
2931,WELL I GOT OFFICIALLY HIRED FOR THAT CASHIER POSITION AT LEASTWOOP WOOP GIMME DAT INCOME,1,well i got officially hired for that cashier position at leastwoop woop gimme dat income,15
5389,Anyone know of places hiring? Macs is pissing me off now and im quitting McDonalds no matter what lol,0,anyone know of places hiring? macs is pissing me off now and im quitting mcdonalds no matter what lol,19
3973,I just got hired at a dental office things couldnt get better,1,i just got hired at a dental office things couldnt get better,12
2713,#Job #Boston Part-times Sales ideal position for High school Senior  (Middleton): Part-times Sales ideal posit... http://t.co/rp9A7OPOpC,0,#job #boston part-times sales ideal position for high school senior  (middleton): part-times sales ideal posit... http://t.co/rp9a7opopc,17
2406,Does anyone know anywhere in denton thats hiring? Help a sista move out!,0,does anyone know anywhere in denton thats hiring? help a sista move out!,13
643,Just got hired to clean another store at water side shops named Panerai boutique .. Does anyone know what kind store is that ?,1,just got hired to clean another store at water side shops named panerai boutique .. does anyone know what kind store is that ?,24
2882,After 141 days of unemployment I am so excited to be at work tomorrow morning!,1,after 141 days of unemployment i am so excited to be at work tomorrow morning!,15
1983,Recently I was talking to my therapist about how since I got my new job I stopped crying all the time.,1,recently i was talking to my therapist about how since i got my new job i stopped crying all the time.,21
846,#jobs #unemployed Traveling PICU RN Registered Nurse: Palm Springs CA - Seeking PICU ... http://t.co/6dQlNgBqdn http://t.co/1Jnuthnk56,0,#jobs #unemployed traveling picu rn registered nurse: palm springs ca - seeking picu ... http://t.co/6dqlngbqdn http://t.co/1jnuthnk56,16
8938,Laid Off? Start a - Work at Home Business in 24 Hours or Less-  http://t.co/S9RC3xCgRY,0,laid off? start a - work at home business in 24 hours or less-  http://t.co/s9rc3xcgry,16
8271,I got hired at a Bangladesh sweatshop. Meet my 9-year-old boss [video] http://t.co/QzU28IMnCF #hackernews,1,i got hired at a bangladesh sweatshop. meet my 9-year-old boss [video] http://t.co/qzu28imncf #hackernews,14
3018,Ok so I just started my new job and found out 4 of the girls I work with are lesbians,1,ok so i just started my new job and found out 4 of the girls i work with are lesbians,20
6420,Good thing I got laid off this week.,0,good thing i got laid off this week.,8
2317,Oh boy... Now I can change my job occupation from student to unemployed ...Oh 21st Century you are THE BEST!,0,oh boy... now i can change my job occupation from student to unemployed ...oh 21st century you are the best!,20
5897,First day at new job 7 a.m. car crosses the center line coming at me in a sharp curve I ended up off the road and bent a rim on my car.,1,first day at new job 7 a.m. car crosses the center line coming at me in a sharp curve i ended up off the road and bent a rim on my car.,32
6916,you might get fired and you might not be able to get a job just because you think this and that about their religion! this stupid attitude,0,you might get fired and you might not be able to get a job just because you think this and that about their religion! this stupid attitude,27
1666,Just got hired and Im finna quit real quick,1,just got hired and im finna quit real quick,9
493,First day at my big girl job complete. Didnt get fired. Id say Im off to a good start.,1,first day at my big girl job complete. didnt get fired. id say im off to a good start.,19
22,So rumor is that 300 people are getting laid off at my job site tomorrow. Wish me luck the I survive the cut.,0,so rumor is that 300 people are getting laid off at my job site tomorrow. wish me luck the i survive the cut.,23
2984,Someone asked for $40 an hour yesterday during an interview for a receptionist position. Im sorry what?!,0,someone asked for $40 an hour yesterday during an interview for a receptionist position. im sorry what?!,17
1039,Just got hired on the spot full time factory job awesome shift very laid back. I am happy 😋😋😋,1,just got hired on the spot full time factory job awesome shift very laid back. i am happy 😋😋😋,19
4804,Looking for work? Super smart advice here! #unemployed #jobsearch https://t.co/mKiQMvJwhj,0,looking for work? super smart advice here! #unemployed #jobsearch https://t.co/mkiqmvjwhj,10
2743,#Job #Madison Nanny Caretaker: We are currently looking to hire a reliable Nanny. This position is part time a... http://t.co/JWPSweO1uM,0,#job #madison nanny caretaker: we are currently looking to hire a reliable nanny. this position is part time a... http://t.co/jwpsweo1um,20
3827,My mom tries talking shit to me but I dont let her cause shes just like me. UNEMPLOYED.,0,my mom tries talking shit to me but i dont let her cause shes just like me. unemployed.,18
5902,Just recently started eating foods that Ive never liked before. What is really happening to me?,0,just recently started eating foods that ive never liked before. what is really happening to me?,16
7185,Looking For A VC Alternative? Try Growth Equity: One entrepreneur shares why growth equity funds might be the ... http://t.co/n28sYxjwYH,0,looking for a vc alternative? try growth equity: one entrepreneur shares why growth equity funds might be the ... http://t.co/n28syxjwyh,20
8570,my white girl coworker called me nigga today i had to just laugh cus I wasnt tryna lose this job by choking someone out,0,my white girl coworker called me nigga today i had to just laugh cus i wasnt tryna lose this job by choking someone out,24
3804,I forgot to put on deodorant yesterday AND I witnessed my dog poop out a stuffed animals eyeball. #Unemployment,0,i forgot to put on deodorant yesterday and i witnessed my dog poop out a stuffed animals eyeball. #unemployment,19
7152,My last week of being unemployed and @cwtvd season 6 and @cw_spn  season 10  are both now on @netflix! Where was youd the last month!,0,my last week of being unemployed and @cwtvd season 6 and @cw_spn  season 10  are both now on @netflix! where was youd the last month!,27
2303,Looking for a Accounts Payable Data Anayst (Consultant Position) Job (#NewYork) http://t.co/8JsIUi2Xmj #job http://t.co/JTauIEoJox,0,looking for a accounts payable data anayst (consultant position) job (#newyork) http://t.co/8jsiui2xmj #job http://t.co/jtauieojox,14
6852,Oomfs just got hired now is on his way bout to get fired,1,oomfs just got hired now is on his way bout to get fired,13
9544,Anyone looking for a part time position in the St. Paul MN area? Message me for more details! #jobs #hiring #stpaul #sales #merchandising,0,anyone looking for a part time position in the st. paul mn area? message me for more details! #jobs #hiring #stpaul #sales #merchandising,23
5750,I work tomorrow... 😅.. I so understand why people stay unemployed now hahaahha,1,i work tomorrow... 😅.. i so understand why people stay unemployed now hahaahha,13
5230,RT @juliarosen: Interested in hiring some of the laid off Bernie staffers? Fill out this form: https://t.co/l1jFq4RygI,0,rt @juliarosen: interested in hiring some of the laid off bernie staffers? fill out this form: https://t.co/l1jfq4rygi,17
6718,Crazy how I lost my job then got a different position at the same company now Im making more,1,crazy how i lost my job then got a different position at the same company now im making more,19
5934,Earlier this week: Kelly LeBrock -- Arrested for DUI http://t.co/t34Z4d1zqU,0,earlier this week: kelly lebrock -- arrested for dui http://t.co/t34z4d1zqu,10
9216,Lost Your Job? Dont Panic About Your Student Loans http://t.co/ExjqX6Topu #Debt #News #Student #Loans #Unemployed #Job #Money,0,lost your job? dont panic about your student loans http://t.co/exjqx6topu #debt #news #student #loans #unemployed #job #money,17
5806,Its really weird since Ive been employed somewhere since I was 15 years old here I am at 22 first time unemployed its weird.,0,its really weird since ive been employed somewhere since i was 15 years old here i am at 22 first time unemployed its weird.,24
4751,Independent contractor or employee? #IRS can help determine status for #taxes https://t.co/uRmKqhFmFp,0,independent contractor or employee? #irs can help determine status for #taxes https://t.co/urmkqhfmfp,12
4660,I just got hired at TGIF at the Rim and I already wanna quit and get a job at BJs at the Rim lmao,1,i just got hired at tgif at the rim and i already wanna quit and get a job at bjs at the rim lmao,24
3445,Someone got fired/ came back for the boss and his mistress? $study,0,someone got fired/ came back for the boss and his mistress? $study,12
6473,Currently looking for a Director of Basketball Operations or Video Coordinator job within College Basketball. If anyone has any information on colleges/universities looking for one of these positions please let me know.,0,currently looking for a director of basketball operations or video coordinator job within college basketball. if anyone has any information on colleges/universities looking for one of these positions please let me know.,32
4054,On the bright side I got hired today and the weather is nice.,1,on the bright side i got hired today and the weather is nice.,13
5728,I walked out of my job Saturday. This is the first time since 2011 that Ive been unemployed.,0,i walked out of my job saturday. this is the first time since 2011 that ive been unemployed.,18
1977,I should of starting working at this new job this week now Im home bored asf,1,i should of starting working at this new job this week now im home bored asf,16
3602,I have gone from unemployed &amp; going nowhere to 2 jobs &amp; registered for school in about a month . Im proud of me .,1,i have gone from unemployed &amp; going nowhere to 2 jobs &amp; registered for school in about a month . im proud of me .,25
8297,I got hired at a Bangladesh sweatshop. Meet my 9-year-old boss http://t.co/GNZNTQPpC0 via @torontostar,1,i got hired at a bangladesh sweatshop. meet my 9-year-old boss http://t.co/gnzntqppc0 via @torontostar,14
2601,Voters in Alaska are fired up about third party choices and looking for a change: https://t.co/OtMaipPLGi,0,voters in alaska are fired up about third party choices and looking for a change: https://t.co/otmaipplgi,16
292,OMG I GOT HIRED @ A&amp;F. #Happiness #Menlo,1,omg i got hired @ a&amp;f. #happiness #menlo,8
1826,I am looking for a buyer on 375 Sanders Rd #Georgetown #TN http://t.co/bN3IAeY30Q #realestate http://t.co/sA9UPQI8G5,0,i am looking for a buyer on 375 sanders rd #georgetown #tn http://t.co/bn3iaey30q #realestate http://t.co/sa9upqi8g5,15
6616,Dylan lost his job &amp; I got a job today ...funny,1,dylan lost his job &amp; i got a job today ...funny,11
5767,so about five hours worth of money made at my previous jobi kinda hate being unemployed a lot,0,so about five hours worth of money made at my previous jobi kinda hate being unemployed a lot,18
121,Quit my job last Monday and got rehired again today. Woo! So long unemployment,1,quit my job last monday and got rehired again today. woo! so long unemployment,14
5891,I started my full time job about a month ago. Does that mean I can retire now? #kovalchuk,1,i started my full time job about a month ago. does that mean i can retire now? #kovalchuk,18
8780,Looking for travel or honeymoon ideas? An alternative to traditional camping is known as glamping -  Combine... http://t.co/i2B7PfTsjF,0,looking for travel or honeymoon ideas? an alternative to traditional camping is known as glamping -  combine... http://t.co/i2b7pftsjf,19
8941,Laid off? We have 12+ openings: https://t.co/ElVrPYnb2S #jobs #HR #KC https://t.co/kFvTjry9jO,0,laid off? we have 12+ openings: https://t.co/elvrpynb2s #jobs #hr #kc https://t.co/kfvtjry9jo,11
7362,I will not be waking up tomorrow to go to that stupid job that i quit! They  can all fuck off! :)  i will be unemployed however oops...,0,i will not be waking up tomorrow to go to that stupid job that i quit! they  can all fuck off! :)  i will be unemployed however oops...,30
5763,Ive Now Been Unemployed For Four Months Now. I Cant Start My New Job Until I Get My Fingerprinting Physical &amp; PPD Test Done.,1,ive now been unemployed for four months now. i cant start my new job until i get my fingerprinting physical &amp; ppd test done.,24
7568,Unemployed? Are you searching for a Social Media Job? Use The Social Web App. http://t.co/p2cUetU69H #hiring #jobs,0,unemployed? are you searching for a social media job? use the social web app. http://t.co/p2cuetu69h #hiring #jobs,17
8421,Friday I was laid offThe startup I was working with closed its doors.I dont know whats next for... https://t.co/yJOdo8sPm1,0,friday i was laid offthe startup i was working with closed its doors.i dont know whats next for... https://t.co/yjodo8spm1,19
896,Looking for a challenging and exciting new position ? Here is a great PM position in mobile for you : http://t.co/4pGBr95TOo,0,looking for a challenging and exciting new position ? here is a great pm position in mobile for you : http://t.co/4pgbr95too,21
2799,Went applying today got hired on the spot. Worked a 12 hours shift now Im tired af,1,went applying today got hired on the spot. worked a 12 hours shift now im tired af,17
4105,today i got hired at a nice paying nice job AND I BOUGHT TICKETS TO SEE BOB THE DRAG QUEEN DURING PRIDE WEEKEND,1,today i got hired at a nice paying nice job and i bought tickets to see bob the drag queen during pride weekend,23
4818,https://t.co/OnzMul1a9d I used to be an expert in resumes and interviewing and now post #breastcancer unemployed and looking for my own next step I am writing new rules new ideas on how to answer #interview questions post illness #newhair #oneboob and all #professional https://t.co/3j1XVlXVXo,0,https://t.co/onzmul1a9d i used to be an expert in resumes and interviewing and now post #breastcancer unemployed and looking for my own next step i am writing new rules new ideas on how to answer #interview questions post illness #newhair #oneboob and all #professional https://t.co/3j1xvlxvxo,44
3986,That was crazy fast. I applied on Thursday interviewed Monday got hired today (Tuesday) woahhh,1,that was crazy fast. i applied on thursday interviewed monday got hired today (tuesday) woahhh,15
7262,So this dude taking selfies at work a few days ago or whatever got fired today lmao.,0,so this dude taking selfies at work a few days ago or whatever got fired today lmao.,17
7969,UNEMPLOYED OR NEED EXTRA INCOME? JOIN TODAY AND BECOME AN ENTREPRENEUR IN THE BUSINESS OF TRAVEL AND E-COMMERCE http://t.co/BqLOqmWpLv,0,unemployed or need extra income? join today and become an entrepreneur in the business of travel and e-commerce http://t.co/bqloqmwplv,19
1288,I am currently working a sale with a real estate agent that does NOT work on the weekend! #whatnottodo #REagent #realtor,0,i am currently working a sale with a real estate agent that does not work on the weekend! #whatnottodo #reagent #realtor,21
5445,My work called two hours ago while I was sleeping this is why Im going to get fired not even after a week lol,1,my work called two hours ago while i was sleeping this is why im going to get fired not even after a week lol,24
3914,#Accounting #Job in #Milwaukee WI: Accounts Payable Coordinator at http://t.co/TqEt5Bf00c #Jobs #TweetMyJobs,0,#accounting #job in #milwaukee wi: accounts payable coordinator at http://t.co/tqet5bf00c #jobs #tweetmyjobs,12
8928,Laid off via text message?! Read on for the best and worst hiring and firing stories from 2012 http://t.co/m1C19WNi #hired #fired,0,laid off via text message?! read on for the best and worst hiring and firing stories from 2012 http://t.co/m1c19wni #hired #fired,21
2204,i graduated on monday so now im just an unemployed 20-something,0,i graduated on monday so now im just an unemployed 20-something,11
2627,Or being fired from HP? https://t.co/7AAkRjcymK,0,or being fired from hp? https://t.co/7aakrjcymk,6
258,Got hired and fired in the same day😐,1,got hired and fired in the same day😐,8
5705,Just got laid off... am I too late for recruiting? http://t.co/2585gBm2qc,0,just got laid off... am i too late for recruiting? http://t.co/2585gbm2qc,11
592,ima ask this all the time until I get hired... whose hiring???,0,ima ask this all the time until i get hired... whose hiring???,12
5836,Any of yall niggas hiring ? Im quitting my job,0,any of yall niggas hiring ? im quitting my job,10
2732,#Job #GrandRapids Hi-lo Warehouse (Grand Rapids): Warehouse Material Handler position. This is an opportunity... http://t.co/ceBCC1MUoz,0,#job #grandrapids hi-lo warehouse (grand rapids): warehouse material handler position. this is an opportunity... http://t.co/cebcc1muoz,15
4055,So i got hired today rite away and start tomorrow at my new job,1,so i got hired today rite away and start tomorrow at my new job,14
8537,went to interview today i got the job yall!!!,1,went to interview today i got the job yall!!!,9
961,I went in American Eagle and filled out for a seasonal position less than an hour ago &amp; they just called &amp; ask me to work tomorrow,1,i went in american eagle and filled out for a seasonal position less than an hour ago &amp; they just called &amp; ask me to work tomorrow,27
4098,Got hired today at port of Miami which means I get to meet all the bad bitches on the ship 😍,1,got hired today at port of miami which means i get to meet all the bad bitches on the ship 😍,21
5002,Any jobs hiring in #NYC ?? I have basic computer experience and shipping knowledge #jobs,0,any jobs hiring in #nyc ?? i have basic computer experience and shipping knowledge #jobs,15
6141,I just started my new job like two weeks ago and my boss just took me outside to offer me a new position #NoThanks #ImOuttaHereInTwoMonths,1,i just started my new job like two weeks ago and my boss just took me outside to offer me a new position #nothanks #imouttahereintwomonths,25
8846,Just got hired on to work on the Campaign for Georgette Gomez for City Council.  I like her as a candidate and... https://t.co/PO4sBykLNW,1,just got hired on to work on the campaign for georgette gomez for city council.  i like her as a candidate and... https://t.co/po4sbyklnw,24
6127,DeadMouseSqueak: SolidSnakeUk89: Well it seems that #Athens cleaning ladies who were famously rehired after protesting their #dismissals wi…,0,deadmousesqueak: solidsnakeuk89: well it seems that #athens cleaning ladies who were famously rehired after protesting their #dismissals wi…,18
1873,A good friend was laid off today because my agency decided to outsource his line of work. He gave me… http://t.co/mAKJfKBy0U,0,a good friend was laid off today because my agency decided to outsource his line of work. he gave me… http://t.co/makjfkby0u,21
2486,Interested in a #job in #Florida 20227? This could be a great fit: https://t.co/SN6yii7Gk3 #NowHiring #GetHired #Hiring,0,interested in a #job in #florida 20227? this could be a great fit: https://t.co/sn6yii7gk3 #nowhiring #gethired #hiring,17
1714,Welp.  Laid off again.  If I do such good work whys no one wanna keep me around?#unemployed,0,welp.  laid off again.  if i do such good work whys no one wanna keep me around?#unemployed,19
214,I am losing my personal desktop printer at work today so I am going on a printing spree - who wants the screenplay to Sharknado??,0,i am losing my personal desktop printer at work today so i am going on a printing spree - who wants the screenplay to sharknado??,25
8253,Get to work,0,get to work,3
9214,I am no longer unemployed! Today shall be the last day I submit for unemployment. Huzzah!,1,i am no longer unemployed! today shall be the last day i submit for unemployment. huzzah!,16
3985,I just got fired from my job and rehired all within 15 minutes 😐,1,i just got fired from my job and rehired all within 15 minutes 😐,14
5839,who job hiring? I had to quit chick-fil-a that aint my speed &amp; they was doing corny shit Im cool,0,who job hiring? i had to quit chick-fil-a that aint my speed &amp; they was doing corny shit im cool,20
6170,My new boss seems to like me so far.But i know hes not pushing for anything this week since im new to the position.,1,my new boss seems to like me so far.but i know hes not pushing for anything this week since im new to the position.,24
7992,Heres what $15/hr protests get you at Hardees. #unemployed http://t.co/VhTKKs0SqB,0,heres what $15/hr protests get you at hardees. #unemployed http://t.co/vhtkks0sqb,10
4869,Anyone work at a show place thats hiring and pays more than $8.25??? #NeedThat,0,anyone work at a show place thats hiring and pays more than $8.25??? #needthat,14
98,Got hired on the spot &amp; some random guy took the dent out my car for $20..today a good ass day lol,1,got hired on the spot &amp; some random guy took the dent out my car for $20..today a good ass day lol,22
3652,recently started doing homework again doing online classes,0,recently started doing homework again doing online classes,8
6553,Today I got hired promoted &amp; then fired from a Briarcrest commercial...thats all. #actress,1,today i got hired promoted &amp; then fired from a briarcrest commercial...thats all. #actress,14
2164,Searching for #work in Dallas TX? Send your #resume to Dallas Independent School District. http://t.co/1S3CMK1Nw3 #gethired,0,searching for #work in dallas tx? send your #resume to dallas independent school district. http://t.co/1s3cmk1nw3 #gethired,16
3298,I got fired today and got hired somewhere else with more money 30mins later lol,1,i got fired today and got hired somewhere else with more money 30mins later lol,15
3661,I cant believe working 2 weeks straight is a normal thing at my new job,1,i cant believe working 2 weeks straight is a normal thing at my new job,15
312,I lost my voice and can not teach today. (if you are a teacher or need to talk for any reason at your job) Actually you can not call in ...,0,i lost my voice and can not teach today. (if you are a teacher or need to talk for any reason at your job) actually you can not call in ...,31
7977,Here is a scholarship opportunity for the unemployed or underemployed. Please look into this if your desire is to... https://t.co/REXeVlRUwv,0,here is a scholarship opportunity for the unemployed or underemployed. please look into this if your desire is to... https://t.co/rexevlruwv,20
4602,Monday Kohls hired me. Tuesday/Wednesday I got a call from Starbucks &amp; got hired after the interview so I quit Kohls.,1,monday kohls hired me. tuesday/wednesday i got a call from starbucks &amp; got hired after the interview so i quit kohls.,21
3467,Fired or Hired? Critics Panic as Trumps Momentum Unaffected by GOP Deba.. Related Articles: http://t.co/NtL2VHhHf1,0,fired or hired? critics panic as trumps momentum unaffected by gop deba.. related articles: http://t.co/ntl2vhhhf1,15
130,Lost a shift at work because they hired new classifieds okay but I still need that money sooo..,0,lost a shift at work because they hired new classifieds okay but i still need that money sooo..,18
9072,I am currently working on a website so stay on a look out so yall can see my work...,0,i am currently working on a website so stay on a look out so yall can see my work...,19
2005,Just ended my shift at my new job and now Im about to start my shift at my old job literally kill me,1,just ended my shift at my new job and now im about to start my shift at my old job literally kill me,23
911,Okay so my g.m. Offered me a manager position yesterday plus I got my key to my apartment today # WINNING,0,okay so my g.m. offered me a manager position yesterday plus i got my key to my apartment today # winning,21
4092,First day off since I got hired already did my cleaning and dont get my hair done till later I think a trip to mall is suitable,0,first day off since i got hired already did my cleaning and dont get my hair done till later i think a trip to mall is suitable,27
8300,I have been at my new job for a week. Thought it was gonna be a good job. I hate it. Hired as a driver but yet to make one delivery.,1,i have been at my new job for a week. thought it was gonna be a good job. i hate it. hired as a driver but yet to make one delivery.,31
5253,unemployed life is the good life until you realize how broke you are :),0,unemployed life is the good life until you realize how broke you are :),14
8664,Looking to rent or buy a house? Northern Virginia Housing Expo on March 21 features workshops tips and more: http://t.co/B9Qlx9JGTg,0,looking to rent or buy a house? northern virginia housing expo on march 21 features workshops tips and more: http://t.co/b9qlx9jgtg,20
2793,got hired at two places todayand got all my homework done ahead of time. adderal goes the hardest,1,got hired at two places todayand got all my homework done ahead of time. adderal goes the hardest,18
2819,Got paid today dont work &amp; I have nothing to do,0,got paid today dont work &amp; i have nothing to do,11
7838,I quit my job yesterday and start my new job on Monday. Dad calls me this morning: How does it feel to be an unemployed Mexican? #jokester,1,i quit my job yesterday and start my new job on monday. dad calls me this morning: how does it feel to be an unemployed mexican? #jokester,27
25,officially starting may 11 at my new job wooooooo. i got laid off early feb and this new job seems like a step up in a lot of ways.,1,officially starting may 11 at my new job wooooooo. i got laid off early feb and this new job seems like a step up in a lot of ways.,29
6736,Quit my job so my last day was yesterday and today I got a job position offered to me. Holla @ having a new job already. 😎,1,quit my job so my last day was yesterday and today i got a job position offered to me. holla @ having a new job already. 😎,27
3276,I Was Fired From My Old Job 4 Days Ago And Already Have A New One,1,i was fired from my old job 4 days ago and already have a new one,16
917,Got hired at best buy mobile last week &amp;amp; today I have an interview with FedEx for a customer service rep position! #needthat,1,got hired at best buy mobile last week &amp;amp; today i have an interview with fedex for a customer service rep position! #needthat,23
6265,EF Education First posted a job you might be interested in: Business Controller - EF Corporate Solutions - Shanghai City China CN.,0,ef education first posted a job you might be interested in: business controller - ef corporate solutions - shanghai city china cn.,22
7447,it would be funny if i said i only worked so much the past 2 years just so i could get fired unemployment $$ &amp; get paid making music again,0,it would be funny if i said i only worked so much the past 2 years just so i could get fired unemployment $$ &amp; get paid making music again,30
6142,Just started this new position last week but I may be putting in my 2 weeks notice,1,just started this new position last week but i may be putting in my 2 weeks notice,17
1287,I am currently without a working phone... I am not ignoring anyone!,0,i am currently without a working phone... i am not ignoring anyone!,12
4926,Well I just applied for a few jobs to day and I hope I get hired so I can get more money coming so I can afford to have a boyfriend.,0,well i just applied for a few jobs to day and i hope i get hired so i can get more money coming so i can afford to have a boyfriend.,31
6185,Funny how job recruiters are sending me the very position (at the same company) I left 3 months ago #jobs,0,funny how job recruiters are sending me the very position (at the same company) i left 3 months ago #jobs,20
905,Today was a pretty good day. Found out I got the position I wanted &amp; some woman randomly gsve me a $5 tip,1,today was a pretty good day. found out i got the position i wanted &amp; some woman randomly gsve me a $5 tip,23
5738,I went from being unemployed to having 4 jobs in two days...my body wasnt,1,i went from being unemployed to having 4 jobs in two days...my body wasnt,14
4606,crazy how I quit my job yesterday &amp; got called back for 3 jobs this morning,0,crazy how i quit my job yesterday &amp; got called back for 3 jobs this morning,16
8001,If you work at a car dealer theres no need to tweet and post to Facebook 24/7 to try to get an unemployed 16-18 year old to buy a car,0,if you work at a car dealer theres no need to tweet and post to facebook 24/7 to try to get an unemployed 16-18 year old to buy a car,30
2019,5 other people got hired the same time as me this week and by today ( the 3rd day) I was the only one to show up to work haha,1,5 other people got hired the same time as me this week and by today ( the 3rd day) i was the only one to show up to work haha,30
2594,Jay Gruden is in a unique position.  He can either be fired or get an HC position.  Whats that say about the #nfl? #Bengals,0,jay gruden is in a unique position.  he can either be fired or get an hc position.  whats that say about the #nfl? #bengals,26
7429,This lady said Im tryna get fired so I can get unemployment #ghetto #barbershop,0,this lady said im tryna get fired so i can get unemployment #ghetto #barbershop,14
8455,Searching for a new #job? Look no further. Check out our available positions and apply today! https://t.co/za6GXZHW7n #hiring #healthITjobs,0,searching for a new #job? look no further. check out our available positions and apply today! https://t.co/za6gxzhw7n #hiring #healthitjobs,19
5723,I am no longer reporting on education @indystar - laid off Friday. 110% unexpected. Still bent on journalism/covering ed so plz RT,0,i am no longer reporting on education @indystar - laid off friday. 110% unexpected. still bent on journalism/covering ed so plz rt,22
8321,I got hired at a Bangladesh sweatshop. Meet my 9-year-old boss http://t.co/8TsBtR8glr via @torontostar,1,i got hired at a bangladesh sweatshop. meet my 9-year-old boss http://t.co/8tsbtr8glr via @torontostar,14
6746,Of course when I tell my old job about my new job they offer me a full time position. Where was that about 3 weeks ago?,1,of course when i tell my old job about my new job they offer me a full time position. where was that about 3 weeks ago?,26
2032,Looking for a great career? Get Hired! https://t.co/1vxCFQSFja  #jobs #trending #jobsearch #career #job #gethired #hired #job #RT #CEO #CFO https://t.co/bumEefBYra,0,looking for a great career? get hired! https://t.co/1vxcfqsfja  #jobs #trending #jobsearch #career #job #gethired #hired #job #rt #ceo #cfo https://t.co/bumeefbyra,21
8854,OK WOW I BASICALLY GOT HIRED DURING MY INTERVIEW SO HMU FOR ALL UR FANCY JUICE NEEDS.,1,ok wow i basically got hired during my interview so hmu for all ur fancy juice needs.,17
9177,I lost my job a week ago and I honestly feel like Ive been unemployed for like 2 months.,0,i lost my job a week ago and i honestly feel like ive been unemployed for like 2 months.,19
5346,4 Reasons to Hire The Unemployed – The Unemployed Value Proposition http://t.co/od5AYIoqVw,0,4 reasons to hire the unemployed – the unemployed value proposition http://t.co/od5ayioqvw,12
2864,Ahh last day on the bench. starting work Monday what do I do with my last day of unemployment!!??,1,ahh last day on the bench. starting work monday what do i do with my last day of unemployment!!??,19
8856,Employed and self-employed commute?: I was recently hired as an ultrasound tech at a hospital in Illinois and ... http://t.co/tmqc0Y29Ap,1,employed and self-employed commute?: i was recently hired as an ultrasound tech at a hospital in illinois and ... http://t.co/tmqc0y29ap,20
116,I quit and got hired in then same day because i sold another car ya boi is on fire lmao,1,i quit and got hired in then same day because i sold another car ya boi is on fire lmao,20
6333,Looking for flexibility diversification &amp; return potential?  http://t.co/2cPNHMkM 130/30 approach to equity investing may be one solution,0,looking for flexibility diversification &amp; return potential?  http://t.co/2cpnhmkm 130/30 approach to equity investing may be one solution,18
8428,I am job searching for: Work at home jobs! http://t.co/4tgcXWg6JK — Walker Inklebarger (@Walker_marocliv... http://t.co/SSfAycUZJ8,0,i am job searching for: work at home jobs! http://t.co/4tgcxwg6jk — walker inklebarger (@walker_marocliv... http://t.co/ssfaycuzj8,15
4955,Boss hired a bunch of sketch balls who cant come into work cause theyre either in jail or homeless or both so now I gotta work for them&lt;3,0,boss hired a bunch of sketch balls who cant come into work cause theyre either in jail or homeless or both so now i gotta work for them&lt;3,28
101,I got hired at Safeway today (*^o^*),1,i got hired at safeway today (*^o^*),7
3492,Today I was beat out of a higher position at work by a woman who walks her cat on a leash. I need a drink... Or twelve #alltimelow #catlady,0,today i was beat out of a higher position at work by a woman who walks her cat on a leash. i need a drink... or twelve #alltimelow #catlady,29
1951,Recently started my first FT job. Should I be paying more than the minimum on my student loans? - https://t.co/n7fgL3fDFR #taxreturn #taxe…,1,recently started my first ft job. should i be paying more than the minimum on my student loans? - https://t.co/n7fgl3fdfr #taxreturn #taxe…,22
6521,Due to an upcoming birthday I may be in a position to get a tablet. iPad Air 2? Mini 4? Tab Pro 10.1? Nexus 9? Wait for Pixel C?,0,due to an upcoming birthday i may be in a position to get a tablet. ipad air 2? mini 4? tab pro 10.1? nexus 9? wait for pixel c?,29
1421,Unemployed Under-Employed Unhappily Employed? Find jobs &amp; career solutions on LinkedIn in JCD The Job Seeker &amp;... http://t.co/kQ3H09h5ag,0,unemployed under-employed unhappily employed? find jobs &amp; career solutions on linkedin in jcd the job seeker &amp;... http://t.co/kq3h09h5ag,18
9470,Got my first juror duty summons. Good thing Im unemployed;),0,got my first juror duty summons. good thing im unemployed;),10
4101,Got hired today for a really good new job but theyre asking me to cut my hair...,1,got hired today for a really good new job but theyre asking me to cut my hair...,17
1568,if my job wasnt already lax enough I just gave in my 2 weeks what are they gonna do fire me?,0,if my job wasnt already lax enough i just gave in my 2 weeks what are they gonna do fire me?,21
4070,So like having a job is cool an all and I know I just got hired like 4 days ago but can I get Monday off? And possibly Tuesday?,1,so like having a job is cool an all and i know i just got hired like 4 days ago but can i get monday off? and possibly tuesday?,29
