id,text,InformationType_label,ProcessedText
6626,Dam I got fired today! Smh who hiring?,1,dam i got fired today! smh who hiring?
6984,I lost my apartment my car 2 jobs. Well I quit one..fired from the other. I had nerve damage in my shoulder.,1,i lost my apartment my car 2 jobs. well i quit one..fired from the other. i had nerve damage in my shoulder.
946,right so today I went to apply for a cashier position at this restaurant and it was hella fancy and I had no,0,right so today i went to apply for a cashier position at this restaurant and it was hella fancy and i had no
2173,Searching for #work in New York NY? Send your #resume to Ernst &amp; Young MY. http://t.co/FTJ1Ossx4p #gethired,0,searching for #work in new york ny? send your #resume to ernst &amp; young my. http://t.co/ftj1ossx4p #gethired
5728,Hell yeah I got the job! :) It all started thanks to http://t.co/JDWIP6NvwK #unemployed #resume,0,hell yeah i got the job! :) it all started thanks to http://t.co/jdwip6nvwk #unemployed #resume
3175,Oh hai I got laid off/downsized/let go for economic reasons. Cant wait to file for unemployment. I needed a vacation.,1,oh hai i got laid off/downsized/let go for economic reasons. cant wait to file for unemployment. i needed a vacation.
3084,so basically I put my notice in to quit today so uh yeah,1,so basically i put my notice in to quit today so uh yeah
7197,Heres The Number One Quality Future Employers Want In A Job Candidatehttps://t.co/cuWsLGu5E6 via @forbes https://t.co/Jha3r97ymb,0,heres the number one quality future employers want in a job candidatehttps://t.co/cuwslgu5e6 via @forbes https://t.co/jha3r97ymb
2444,Just got hired yesterday but have a job interview tomorrow. CFA or FL?!?,0,just got hired yesterday but have a job interview tomorrow. cfa or fl?!?
2564,Looking for an opportunity to position yourself for a career in the professional sports industry? https://t.co/O8eTCCnVLE,0,looking for an opportunity to position yourself for a career in the professional sports industry? https://t.co/o8etccnvle
4950,Anyone hiring? I need a job...,1,anyone hiring? i need a job...
994,We can help you get that Direct-Hire opportunity..See How! http://t.co/zOkpkQfBMo #services #GetHired #HireMe,0,we can help you get that direct-hire opportunity..see how! http://t.co/zokpkqfbmo #services #gethired #hireme
846,#Unemployed? New #jobs for Senior PHP Developer - LAMP Linux Apache in #NY http://t.co/CLFfF94Blj,0,#unemployed? new #jobs for senior php developer - lamp linux apache in #ny http://t.co/clfff94blj
2406,Elixir or Erlang Developer? HelloSign (YC W11) Is Hiring https://t.co/OhfeR6vg4K,0,elixir or erlang developer? hellosign (yc w11) is hiring https://t.co/ohfer6vg4k
1419,Need to Make a Career Move?  Need a New Job?  Unemployed? @leezabyers Can Help: http://t.co/5ZMLVu0q38,0,need to make a career move?  need a new job?  unemployed? @leezabyers can help: http://t.co/5zmlvu0q38
6033,I like how a job I recently applied for (the same job and same position with the same company in a different state) said that I wasnt qualified for the job... bitch I WORKED THERE ALREADY!! How am I not qualified for the job?!,0,i like how a job i recently applied for (the same job and same position with the same company in a different state) said that i wasnt qualified for the job... bitch i worked there already!! how am i not qualified for the job?!
6414,Got fired todayworse job ever!!!!,1,got fired todayworse job ever!!!!
7133,.  @PlusGlamDiva I was hoping 2 get unemployment but this guy told me they had never fired anyone in 60 years and  I was like I gotta go,1,.  @plusglamdiva i was hoping 2 get unemployment but this guy told me they had never fired anyone in 60 years and  i was like i gotta go
5750,Any restaurants hiring in buffalo? I need to quit my job like today,0,any restaurants hiring in buffalo? i need to quit my job like today
1426,Unemployed Under-Employed Unhappily Employed? Find jobs &amp; career solutions on LinkedIn in JCD The Job Seeker &amp;... http://t.co/kQ3H09h5ag,0,unemployed under-employed unhappily employed? find jobs &amp; career solutions on linkedin in jcd the job seeker &amp;... http://t.co/kq3h09h5ag
2521,Looking to see who #PennState hoops has offered for 2015? FREE list of offers designated by position here: http://t.co/xBgLcZu1HT #PSUBB,0,looking to see who #pennstate hoops has offered for 2015? free list of offers designated by position here: http://t.co/xbglczu1ht #psubb
1812,I am searching for a project general manager based in Sydney for a top real estate company from China tell me if  interested,0,i am searching for a project general manager based in sydney for a top real estate company from china tell me if  interested
1115,I am job searching for: Work at home jobs! http://t.co/4tgcXWg6JK — Walker Inklebarger (@Walker_marocliv.... http://t.co/Wzgp5pE2qL,0,i am job searching for: work at home jobs! http://t.co/4tgcxwg6jk — walker inklebarger (@walker_marocliv.... http://t.co/wzgp5pe2ql
5023,Dude totally getting fired. Oh well Im starting a new job soon.,0,dude totally getting fired. oh well im starting a new job soon.
5722,Welp now that Im officially unemployed my new full time job is looking for a full time job,1,welp now that im officially unemployed my new full time job is looking for a full time job
5062,I recently quit my job to generate $7146 from my phone PRESS THE LINK INSIDE BIO to do the same https://t.co/cELZO3LBYz,1,i recently quit my job to generate $7146 from my phone press the link inside bio to do the same https://t.co/celzo3lbyz
2324,The reason why I am #homeless after losing my job is that after taxes rent and medical bills I could not afford rent or a car anymore,1,the reason why i am #homeless after losing my job is that after taxes rent and medical bills i could not afford rent or a car anymore
185,Came to a call center today to apply and I got in! Training for 2 week at over 9$hr &amp; after 45 days of working it goes up to 10$! 😍😃😁🙏,0,came to a call center today to apply and i got in! training for 2 week at over 9$hr &amp; after 45 days of working it goes up to 10$! 😍😃😁🙏
2576,Looking for a career with more #compensation? We have 200 interviewer and management trainee positions starting $8.25/hr. Increase in 90...,0,looking for a career with more #compensation? we have 200 interviewer and management trainee positions starting $8.25/hr. increase in 90...
7546,Looking for a Fun and Flexible Work at Home Job? https://t.co/FDMQIcZv9X #Moms #Jobs https://t.co/RUJhtYGnZV,0,looking for a fun and flexible work at home job? https://t.co/fdmqiczv9x #moms #jobs https://t.co/rujhtygnzv
1723,Photo: Today I was laid off #layoff #unemployed :-( I am very sad but optimistic anyway…. One door slaps me... http://t.co/RMgG27F6vd,1,photo: today i was laid off #layoff #unemployed :-( i am very sad but optimistic anyway…. one door slaps me... http://t.co/rmgg27f6vd
3408,Who hiring? I just got fired,1,who hiring? i just got fired
6309,Currently looking for a Director of Basketball Operations or Video Coordinator job within College Basketball. If anyone has any information on colleges/universities looking for one of these positions please let me know.,0,currently looking for a director of basketball operations or video coordinator job within college basketball. if anyone has any information on colleges/universities looking for one of these positions please let me know.
3090,I quit today. Actually I quit this week can it be the weekend??,1,i quit today. actually i quit this week can it be the weekend??
3520,Fired my best friend today accepting applications for the new position https://t.co/RsJPSXEALe,0,fired my best friend today accepting applications for the new position https://t.co/rsjpsxeale
809,Currently researching HR/Labor positions in the Ocean County NJ area however am willing to travel or relocate. Have 2.8 years experience…,0,currently researching hr/labor positions in the ocean county nj area however am willing to travel or relocate. have 2.8 years experience…
4955,Anyone hiring???I need a job ASAP,1,anyone hiring???i need a job asap
6398,i got fired today... whoopty fucken doo,1,i got fired today... whoopty fucken doo
5153,Wage insurance for new jobs that pay less than a laid off job? Im interested.,1,wage insurance for new jobs that pay less than a laid off job? im interested.
1020,Interested in a #job in #Irvine California? This could be a great fit: https://t.co/fNCxRBzqk8 #NowHiring #GetHired #IT #Hiring,0,interested in a #job in #irvine california? this could be a great fit: https://t.co/fncxrbzqk8 #nowhiring #gethired #it #hiring
784,Tulsa OK #job seekers may be interested in this position!https://t.co/JkctzEf1Qe,0,tulsa ok #job seekers may be interested in this position!https://t.co/jkctzef1qe
2941,I ALSO GOT PROMOTED TODAY  finally have a management position 🎉,0,i also got promoted today  finally have a management position 🎉
6449,I quit my job today &amp; i could care less ... Life goes on &amp; McDonalds was never intended to be a career for me anyways !,1,i quit my job today &amp; i could care less ... life goes on &amp; mcdonalds was never intended to be a career for me anyways !
2907,Man being unemployed is the best. You get so much shit done when you dont have all that work shit getting in the way. A++ would recommend,1,man being unemployed is the best. you get so much shit done when you dont have all that work shit getting in the way. a++ would recommend
5642,I was just laid off.If you need an accessibility analyst or perhaps a front-end developer let me know.,1,i was just laid off.if you need an accessibility analyst or perhaps a front-end developer let me know.
6466,So I just lost my job today and my bills due next week,1,so i just lost my job today and my bills due next week
2559,Looking for a teaching or education position? @cityyear @cschools &amp; @AUSLChicago are attending the Winter Career &amp; Internship Fair,0,looking for a teaching or education position? @cityyear @cschools &amp; @auslchicago are attending the winter career &amp; internship fair
5043,One of my managers took me off the schedule for a whole week or fired meBut just got a new job offer from a different place god is good,1,one of my managers took me off the schedule for a whole week or fired mebut just got a new job offer from a different place god is good
1015,Interested in a #job in #Hopkins Minnesota? This could be a great fit: https://t.co/oLOHzAwnyO #NowHiring #GetHired #Accounting #Hiring,0,interested in a #job in #hopkins minnesota? this could be a great fit: https://t.co/olohzawnyo #nowhiring #gethired #accounting #hiring
4100,I just quit my job cause I got hired some where else &amp; I start today YES GAWD!,0,i just quit my job cause i got hired some where else &amp; i start today yes gawd!
5575,I also had an internship and quit it since the time we talked. Im looking  for a new one as we speak.,1,i also had an internship and quit it since the time we talked. im looking  for a new one as we speak.
7161,Currently unemployed. What now.,1,currently unemployed. what now.
3971,Hey lucky me!! I got fired today with no notice for the sole reason that the owner hired a friend. Fucking Awesome!!,1,hey lucky me!! i got fired today with no notice for the sole reason that the owner hired a friend. fucking awesome!!
2910,Being #unemployed will fuck up my diet but I will hav time to work out~,1,being #unemployed will fuck up my diet but i will hav time to work out~
1906,Hall of Fame Trucking is #hiring Truck Driver – Class A CDL – Laid off from the oil fiel http://t.co/3270MSPJef #jobs #Amarillo,0,hall of fame trucking is #hiring truck driver – class a cdl – laid off from the oil fiel http://t.co/3270mspjef #jobs #amarillo
3798,Everyday is my day off.  Unemployment is great!.....not really.,1,everyday is my day off.  unemployment is great!.....not really.
4781,I have been unemployed for 6 months however this is my future. Sending Bernie Sanders delegates to Philly. https://t.co/mZNoVM9HFV,1,i have been unemployed for 6 months however this is my future. sending bernie sanders delegates to philly. https://t.co/mznovm9hfv
2498,Interested in a #job in #Charlotte North Carolina? This could be a great fit: https://t.co/gmiUfbTT3y #NowHiring #GetHired #Engineering,0,interested in a #job in #charlotte north carolina? this could be a great fit: https://t.co/gmiufbtt3y #nowhiring #gethired #engineering
6579,Who can get me a job or it who is hiring??? I hate working in Restaurants,0,who can get me a job or it who is hiring??? i hate working in restaurants
3569,I cant wait till I get a job so I can tweet about actual accomplishments instead of how drunk I am all the time #unemployment,1,i cant wait till i get a job so i can tweet about actual accomplishments instead of how drunk i am all the time #unemployment
1169,I Got laid off today 🖕🏻 https://t.co/kevVjENAby @gifboomapp #gifboom,1,i got laid off today 🖕🏻 https://t.co/kevvjenaby @gifboomapp #gifboom
43,Ill check this out within the coming days because Ive been terminated laid off and or locked out from my previous job. Thank you benefits,1,ill check this out within the coming days because ive been terminated laid off and or locked out from my previous job. thank you benefits
2795,got hired at two places todayand got all my homework done ahead of time. adderal goes the hardest,0,got hired at two places todayand got all my homework done ahead of time. adderal goes the hardest
2206,Have you seen my mid-week video? I decided to vlog whilst unemployed! http://t.co/amOAs5ZxF8 #lbloggers #crazybloggers #bdib,1,have you seen my mid-week video? i decided to vlog whilst unemployed! http://t.co/amoas5zxf8 #lbloggers #crazybloggers #bdib
3530,Teammate of mine who got an interview for position I was in for yesterday got a denied email and I did not. No word is good right?,0,teammate of mine who got an interview for position i was in for yesterday got a denied email and i did not. no word is good right?
1605,Looking for an exciting new career opportunity in Detroit? https://t.co/1JbvAXo4wl    #jobopportunity #detroit https://t.co/PnYS6qcN34,0,looking for an exciting new career opportunity in detroit? https://t.co/1jbvaxo4wl    #jobopportunity #detroit https://t.co/pnys6qcn34
5679,Tomorrows my last day of being unemployed... what to do what to do?,1,tomorrows my last day of being unemployed... what to do what to do?
4840,ANYONE HIRING????? I AM SUCH A GOOD WORKER AND I MAKE SEMI FUNNY JOKES AND I LIKE WORKING AND I GOT NO MONEY,1,anyone hiring????? i am such a good worker and i make semi funny jokes and i like working and i got no money
4094,I applied yesterday and I got hired today lmao @ahricynthia5 @__AdamCCXX,0,i applied yesterday and i got hired today lmao @ahricynthia5 @__adamccxx
5055,Im gone have 56 hours on my first check at my new job .,0,im gone have 56 hours on my first check at my new job .
6494,Recently started a day job. Now that I have a source of income I really want to compile a good wishlist.,0,recently started a day job. now that i have a source of income i really want to compile a good wishlist.
6965,i got hired today for the same reasons ive been fired before.if every songs a circus imagine how youd hear - #daisy,0,i got hired today for the same reasons ive been fired before.if every songs a circus imagine how youd hear - #daisy
3842,Does WWE think Im some stupid unemployed virgin? Oh wait....,1,does wwe think im some stupid unemployed virgin? oh wait....
1014,Interested in a #job in #Burnaby British Columbia? This could be a great fit: https://t.co/4poW5AZgdC #NowHiring #GetHired #Construction,0,interested in a #job in #burnaby british columbia? this could be a great fit: https://t.co/4pow5azgdc #nowhiring #gethired #construction
3598,Temp job was just offered. I wanted to take it but too far. Vehicle in shop.lost the battle but will win this war on unemployment,1,temp job was just offered. i wanted to take it but too far. vehicle in shop.lost the battle but will win this war on unemployment
1756,Freshly laid off checklist:✔ Call partner✔ Call Mom✔ Call Dad-- Wait on hold forever with unemployment. 😓,1,freshly laid off checklist:✔ call partner✔ call mom✔ call dad-- wait on hold forever with unemployment. 😓
6502,Oh and today I was offered a 3rd interview with Boeing but for a different position out in Seattle. I dont even know if I wanna take it..,0,oh and today i was offered a 3rd interview with boeing but for a different position out in seattle. i dont even know if i wanna take it..
4819,I have taken over 40 pictures of my brothers cat. TRUE LIFE: I am an unemployed cat sitter.,1,i have taken over 40 pictures of my brothers cat. true life: i am an unemployed cat sitter.
5120,I was fired today from my part time job in california because i did not go to work. They update... https://t.co/y05XxIuHPX,1,i was fired today from my part time job in california because i did not go to work. they update... https://t.co/y05xxiuhpx
6603,Dell posted a job you might be interested in: Network Security Sr. Analyst - Firewall Engineer - Guadalajara Area Mexico MX.,0,dell posted a job you might be interested in: network security sr. analyst - firewall engineer - guadalajara area mexico mx.
2759,I am looking for a social worker internship. If anyone knows of anything please let me know. I have to have an internship by June,0,i am looking for a social worker internship. if anyone knows of anything please let me know. i have to have an internship by june
4462,Anyone know a place thats hiring?? #needajob #asap 😁,1,anyone know a place thats hiring?? #needajob #asap 😁
6698,My english teachers freaking me out!!! After he saw my quiz score he said I was fired??? fired from what? i didnt know i had a job!,1,my english teachers freaking me out!!! after he saw my quiz score he said i was fired??? fired from what? i didnt know i had a job!
6104,Bloomberg LP posted a job you might be interested in: Global Data- Bloomberg New Energy Finance (BNEF) Analyst- London - London United Kin…,0,bloomberg lp posted a job you might be interested in: global data- bloomberg new energy finance (bnef) analyst- london - london united kin…
5048,Well first 2 weeks at my new job and its a totally different shift than my last job Im liking the new atmosphere,0,well first 2 weeks at my new job and its a totally different shift than my last job im liking the new atmosphere
6948,I shouldve waited to quit and got unemployment,1,i shouldve waited to quit and got unemployment
391,I Am Seeking A Virtual Strategic Sourcing and / or Recruiting position (for me).  I am successful working in...: http://t.co/BqNhZvNj6C,0,i am seeking a virtual strategic sourcing and / or recruiting position (for me).  i am successful working in...: http://t.co/bqnhzvnj6c
6137,Lockheed Martin posted a job you might be interested in: Flight Sciences Handling Qualities Flight Test Engineer - Washington D.C. Metro ...,0,lockheed martin posted a job you might be interested in: flight sciences handling qualities flight test engineer - washington d.c. metro ...
1963,I recently started at Stryker and like everyone I had the New Job Jitters.  Here are some great tips to minimize…https://t.co/6nhgxWdljT,0,i recently started at stryker and like everyone i had the new job jitters.  here are some great tips to minimize…https://t.co/6nhgxwdljt
272,Finally got a job interview... See I knew today was a good day,0,finally got a job interview... see i knew today was a good day
2837,Looking for a Fun and Flexible Work at Home Job? https://t.co/0bPKtWeg9p #Moms #Jobs https://t.co/4cVAM5EIqh,0,looking for a fun and flexible work at home job? https://t.co/0bpktweg9p #moms #jobs https://t.co/4cvam5eiqh
7,So I was laid off today (1 of 3 employees)..... But this right here makes me forget how much this… http://t.co/BbUMa7rB5L,1,so i was laid off today (1 of 3 employees)..... but this right here makes me forget how much this… http://t.co/bbuma7rb5l
1978,So I recently quit my job and I gotta look for another one tomorrow. I can do it!!,1,so i recently quit my job and i gotta look for another one tomorrow. i can do it!!
1700,TODAY I QUIT MY JOB...in three weeks,1,today i quit my job...in three weeks
4630,Yaaaaas quit my job today and got hired at another 👌👏🙌💯,1,yaaaaas quit my job today and got hired at another 👌👏🙌💯
2135,Searching for #work in Medina OH? Send your #resume to Northern Ohio Electric. http://t.co/qsR8w4VhxN #gethired,0,searching for #work in medina oh? send your #resume to northern ohio electric. http://t.co/qsr8w4vhxn #gethired
2085,Looking to hire talented #dev #design #sales #data #product people? Check out my new company @Hired_HQ: http://t.co/qabAZJZ2Rf,0,looking to hire talented #dev #design #sales #data #product people? check out my new company @hired_hq: http://t.co/qabazjz2rf
4752,If anyone knows anywhere thats hiring please let me know. I dont want to be an unemployed person that sits around and collects a check,1,if anyone knows anywhere thats hiring please let me know. i dont want to be an unemployed person that sits around and collects a check
638,Anyone looking to get hired at ADP? I can get you an interview/referral! Message me.,0,anyone looking to get hired at adp? i can get you an interview/referral! message me.
2520,Looking for a new opportunity at a company that values employee engagement hard work and community - with a whole lot of fun mixed in? Consider applying for our Administrative Assistant Position! Details in the link below: https://t.co/0IzrjcFozg https://t.co/GuHIIkbOh2,0,looking for a new opportunity at a company that values employee engagement hard work and community - with a whole lot of fun mixed in? consider applying for our administrative assistant position! details in the link below: https://t.co/0izrjcfozg https://t.co/guhiikboh2
6701,I was fired yesterday because I was told by my boss I was not aloud to take a break without first asking permission.,1,i was fired yesterday because i was told by my boss i was not aloud to take a break without first asking permission.
2574,Looking for an exciting new #job? Opportunities include an ETL/Tableau Developer position in #Arlington VA. #... https://t.co/jJMLJ4zEHV,0,looking for an exciting new #job? opportunities include an etl/tableau developer position in #arlington va. #... https://t.co/jjmlj4zehv
32,After 4 months of unemployment (being laid off sucks) I was going to celebrate 1 week of my new job by buying myself a ticket to see @OldDominion @TheBigEFair since I haven’t see them since last September at Foxwoods. Just went to the website and the show is sold out!  :( 😭,0,after 4 months of unemployment (being laid off sucks) i was going to celebrate 1 week of my new job by buying myself a ticket to see @olddominion @thebigefair since i haven’t see them since last september at foxwoods. just went to the website and the show is sold out!  :( 😭
2243,Unemployed again. Hello ramen my old friend.,1,unemployed again. hello ramen my old friend.
2756,Searching for an IT Project Manager skilled at working on complex projects ERP etc. Please reach out so I can share some details about a …,0,searching for an it project manager skilled at working on complex projects erp etc. please reach out so i can share some details about a …
1712,Jared says: I am laid off for two weeks n I filed a claim for unemployment when I went to certify I answer... http://t.co/w253Vh9jMQ,1,jared says: i am laid off for two weeks n i filed a claim for unemployment when i went to certify i answer... http://t.co/w253vh9jmq
3310,I find it funny that I was fired yesterday and then rehired lol,0,i find it funny that i was fired yesterday and then rehired lol
5247,lol and it looks like I will continue to be UNEMPLOYED,1,lol and it looks like i will continue to be unemployed
3552,Unemployment is playing with my life 🙄 I just wanna job already 😩,1,unemployment is playing with my life 🙄 i just wanna job already 😩
3232,Seeking a Coal Fired Plant Mechanical O &amp; M Engineer for position in CO. Please email: dbeken@thinkingahead.com /call: 800-533-7977 x3,0,seeking a coal fired plant mechanical o &amp; m engineer for position in co. please email: dbeken@thinkingahead.com /call: 800-533-7977 x3
3576,Being an NBA team president would have to classify as one of the greatest jobs in the world @cavsdan I am unemployed lets get it done,1,being an nba team president would have to classify as one of the greatest jobs in the world @cavsdan i am unemployed lets get it done
3591,I have gone from unemployed &amp; going nowhere to 2 jobs &amp; registered for school in about a month . Im proud of me .,0,i have gone from unemployed &amp; going nowhere to 2 jobs &amp; registered for school in about a month . im proud of me .
1191,I feel #determined today idk why. I am ready to get things done. I am so over this laid off shit!!,1,i feel #determined today idk why. i am ready to get things done. i am so over this laid off shit!!
23,I wasnt fired I was laid off! You wouldnt know the difference!,1,i wasnt fired i was laid off! you wouldnt know the difference!
372,I am looking for full-time work (and am willing to relocate!) if anyone knows of anyone hiring.,0,i am looking for full-time work (and am willing to relocate!) if anyone knows of anyone hiring.
4915,No longer unemployed in the last 2 weeks I got 2 jobs today I got hired at Sprouts #happytobeworkingagain,0,no longer unemployed in the last 2 weeks i got 2 jobs today i got hired at sprouts #happytobeworkingagain
7413,Are you unemployed or underemployed? Do you know someone who is? If so you or someone you know needs this opportunity!Working from...,0,are you unemployed or underemployed? do you know someone who is? if so you or someone you know needs this opportunity!working from...
2089,Looking for a #HolidayJob? These #companies are #hiring! #seasonal #PartTimeJobs #GetHired http://t.co/qSlQN21hzd http://t.co/cWoLM9giI3,0,looking for a #holidayjob? these #companies are #hiring! #seasonal #parttimejobs #gethired http://t.co/qslqn21hzd http://t.co/cwolm9gii3
3700,I like my new job. Its fun and my co workers are nice!,0,i like my new job. its fun and my co workers are nice!
5829,Im so blessed by my new job. Yall are gonna get sick of me tweeting about it all the time but sorry not sorry.,0,im so blessed by my new job. yall are gonna get sick of me tweeting about it all the time but sorry not sorry.
1561,alright every who needs to pay me back better do it now cuz I just got fired from my job,1,alright every who needs to pay me back better do it now cuz i just got fired from my job
5380,Last week at this time I was walking home. This week Im at work.,0,last week at this time i was walking home. this week im at work.
4454,Anyone know where is hiring?? #NeedAJob,1,anyone know where is hiring?? #needajob
4246,Im done job searching! Have applied to many places over last year since being fired &amp; only interview I got was at Starbucks. #economysucks,1,im done job searching! have applied to many places over last year since being fired &amp; only interview i got was at starbucks. #economysucks
6884,I woke up this morning and I was unemployed.,1,i woke up this morning and i was unemployed.
6179,I QUIT IM DONE ABSOLUTELY FUCKING STUPID ASS DECISION YOU ARE ALL FIRED,1,i quit im done absolutely fucking stupid ass decision you are all fired
2991,So I recently started work for a pet boarding/doggie daycare and someone was REALLY fucking happy to see me this mo… https://t.co/GDPFizGxUw,0,so i recently started work for a pet boarding/doggie daycare and someone was really fucking happy to see me this mo… https://t.co/gdpfizgxuw
782,Interested in working for the Swedish Consulate? Well heres your chance! Apply for their driver &amp; office/administrative assistant positions https://t.co/NfiiHhCTHo,0,interested in working for the swedish consulate? well heres your chance! apply for their driver &amp; office/administrative assistant positions https://t.co/nfiihhctho
1161,Today I got laid off but at least things in this ARG are really heating up. #ingame,1,today i got laid off but at least things in this arg are really heating up. #ingame
6895,Last day of work was yesterday. Feels weird to be unemployed by choice.,1,last day of work was yesterday. feels weird to be unemployed by choice.
7500,I am Looking for work in fixing computers or security jobs.https://t.co/fcU9W9DZYV#fintech #bitcoin https://t.co/kZnAbftxGN,0,i am looking for work in fixing computers or security jobs.https://t.co/fcu9w9dzyv#fintech #bitcoin https://t.co/kznabftxgn
7168,I am looking for a job in bangalore. I am unemployed from last 3 months and~ https://t.co/29i7q1jESF #pray #prayer https://t.co/YdXgnBfKJf,1,i am looking for a job in bangalore. i am unemployed from last 3 months and~ https://t.co/29i7q1jesf #pray #prayer https://t.co/ydxgnbfkjf
1335,Interested in a #Labor #job near #Mesquite TX? This could be a great fit: https://t.co/DDBCK5YZAS #Hiring #CareerArc,0,interested in a #labor #job near #mesquite tx? this could be a great fit: https://t.co/ddbck5yzas #hiring #careerarc
1589,Looking for a job? Service Technician (Wind Energy Industry) at SOS Employment Group (OK) http://t.co/Ko37HlZk #green #jobs,0,looking for a job? service technician (wind energy industry) at sos employment group (ok) http://t.co/ko37hlzk #green #jobs
7215,Here is a good job opportunity for you we have the easiest surest and the most effective way to earn mo... http://t.co/bcBYuDP2kV cssp,0,here is a good job opportunity for you we have the easiest surest and the most effective way to earn mo... http://t.co/bcbyudp2kv cssp
3013,Yay my new boss is pretty cool and hes letting my employer train me! Sweet so I will be working Sundays maybe 4am to 12,0,yay my new boss is pretty cool and hes letting my employer train me! sweet so i will be working sundays maybe 4am to 12
1569,I was terminated from my job this morning in my bosss kitchen. He ate toast I had some reality.,1,i was terminated from my job this morning in my bosss kitchen. he ate toast i had some reality.
5293,if any of my friends are also unemployed rn just letting you know there is a gravedigger position listed on craigslist,1,if any of my friends are also unemployed rn just letting you know there is a gravedigger position listed on craigslist
6446,Today I quit my job took a roadtrip to see some pastors about my depression and I just crashed my car in the freeway. I hit my head and,1,today i quit my job took a roadtrip to see some pastors about my depression and i just crashed my car in the freeway. i hit my head and
6976,Yeah well I just got fired... So today just got even worse.,1,yeah well i just got fired... so today just got even worse.
3223,Wow I just realized I got laid off and hired in one month. Laid off April 7th hired May 7th. Really got a job in one month.,0,wow i just realized i got laid off and hired in one month. laid off april 7th hired may 7th. really got a job in one month.
4799,I GOT A JOB. AFTER A MONTH AND A HALF OF DESPERATELY SEARCHING AND BEING UNEMPLOYED I GOT A JOB!!! NOT... http://t.co/2ySacheO0R,0,i got a job. after a month and a half of desperately searching and being unemployed i got a job!!! not... http://t.co/2ysacheo0r
3124,I didnt lose it its not like whoops whered my job go? I quit! Someone pass the asparagus please.,1,i didnt lose it its not like whoops whered my job go? i quit! someone pass the asparagus please.
6227,I was unexpectedly laid off today. I need help.,1,i was unexpectedly laid off today. i need help.
2222,I am now unemployed and that feels weird.,1,i am now unemployed and that feels weird.
2569,Looking for a change of pace? Visit our website for a list of open positions https://t.co/XmkqXXLab2 #mortgage #jobs https://t.co/G0t9dhgUSx,0,looking for a change of pace? visit our website for a list of open positions https://t.co/xmkqxxlab2 #mortgage #jobs https://t.co/g0t9dhgusx
5051,I started at my new job without quitting my 1st job. Who wants to dig me out of this one?,0,i started at my new job without quitting my 1st job. who wants to dig me out of this one?
1095,I am seeking a #Marketing position in #NYC. Please share my #LinkedIn profile - http://t.co/at90iZQ9m4  #jobsearch #jobhunt Open to relocate,0,i am seeking a #marketing position in #nyc. please share my #linkedin profile - http://t.co/at90izq9m4  #jobsearch #jobhunt open to relocate
6938,Looking for a job in #Mesquite #TX? Part Time Merchandiser https://t.co/uG9pSb1f0c #jobs #hiring,0,looking for a job in #mesquite #tx? part time merchandiser https://t.co/ug9psb1f0c #jobs #hiring
2909,Being unemployed is a lot like being retired except Im not old and all my friends are busy at work all day what a bunch of nerds right?!,1,being unemployed is a lot like being retired except im not old and all my friends are busy at work all day what a bunch of nerds right?!
539,So last week I was forced to leave work early due a situation with my diabetes. I was fired. Are you fucking serious? Cant I sue you now?,1,so last week i was forced to leave work early due a situation with my diabetes. i was fired. are you fucking serious? cant i sue you now?
6907,Looking for a #New #Business Specialist - ProEquities #jobs http://t.co/xhuFOI0gyf http://t.co/BIQiQhBdrZ,0,looking for a #new #business specialist - proequities #jobs http://t.co/xhufoi0gyf http://t.co/biqiqhbdrz
3381,Im no longer hired he said that I been fired,1,im no longer hired he said that i been fired
7370,I quit my job yesterday and start my new job on Monday. Dad calls me this morning: How does it feel to be an unemployed Mexican? #jokester,1,i quit my job yesterday and start my new job on monday. dad calls me this morning: how does it feel to be an unemployed mexican? #jokester
1425,Unemployed Under-Employed Unhappily Employed? Find #jobs &amp; career solutions on #LinkedIn in the Job &amp; Career... http://t.co/yxLgi683Wn,0,unemployed under-employed unhappily employed? find #jobs &amp; career solutions on #linkedin in the job &amp; career... http://t.co/yxlgi683wn
2908,So Ive been unemployed for like 3 hours and I need to work.,1,so ive been unemployed for like 3 hours and i need to work.
2316,Looking for a #CERTIFIED #PHARMACY TECHNICIANS (15 New Positions!) #jobs https://t.co/fJwBkDslsr https://t.co/NrMnIefsPd,0,looking for a #certified #pharmacy technicians (15 new positions!) #jobs https://t.co/fjwbkdslsr https://t.co/nrmniefspd
4975,I got fired from my job today,1,i got fired from my job today
5806,RT @RunningCrazy1: Quit blaming each other and fix the fucking problem!-what I just said in this meeting.-oops-anyone hiring?,0,rt @runningcrazy1: quit blaming each other and fix the fucking problem!-what i just said in this meeting.-oops-anyone hiring?
6703,i had a panic attack that resulted in me throwing up on and off so i called into work and now i’m firedhow’s your day going ??,1,i had a panic attack that resulted in me throwing up on and off so i called into work and now i’m firedhow’s your day going ??
1687,I quit my job today I gave my two weeks notice but bitch told me to get her yoshinoya. She didnt ask lol nope bye,1,i quit my job today i gave my two weeks notice but bitch told me to get her yoshinoya. she didnt ask lol nope bye
6086,Microsoft posted a job you might be interested in. Enterprise Architect - Northeast District US Enterprise Services - United States US v…,0,microsoft posted a job you might be interested in. enterprise architect - northeast district us enterprise services - united states us v…
